0.4449,1.7803,0.5,0.5
0.4399,1.7803,0.5,0.5
0.4299,1.7803,0.5,0.5
0.4199,1.7803,0.5,0.5
0.4099,1.7803,0.5,0.5
0.3999,1.7803,0.5,0.5
0.3899,1.7803,0.5,0.5
0.3799,1.7803,0.5,0.5
0.3699,1.7703,0.5,0.5
0.3599,1.7703,0.5,0.5
0.3499,1.7703,0.5,0.5
0.3399,1.7703,0.5,0.5
0.3299,1.7703,0.5,0.5
0.3199,1.7703,0.5,0.5
0.3099,1.7703,0.5,0.5
0.2999,1.7703,0.5,0.5
0.2899,1.7603,0.5,0.5
0.2799,1.7603,0.5,0.5
0.2699,1.7603,0.5,0.5
0.2599,1.7603,0.5,0.5
0.2499,1.7603,0.5,0.5
0.2399,1.7603,0.5,0.5
0.2299,1.7603,0.5,0.5
0.2199,1.7603,0.5,0.5
0.2099,1.7603,0.5,0.5
0.1999,1.7603,0.5,0.5
0.1899,1.7503,0.5,0.5
0.1799,1.7503,0.5,0.5
0.1699,1.7503,0.5,0.5
0.1599,1.7503,0.5,0.5
0.1499,1.7503,0.5,0.5
0.1399,1.7403,0.5,0.5
0.1299,1.7403,0.5,0.5
0.1199,1.7403,0.5,0.5
0.1099,1.7403,0.5,0.5
0.0999,1.7403,0.5,0.5
0.0899,1.7403,0.5,0.5
0.0799,1.7303,0.5,0.5
0.0699,1.7303,0.5,0.5
0.0599,1.7303,0.5,0.5
0.0499,1.7303,0.5,0.5
0.0399,1.7203,0.5,0.5
0.0299,1.7203,0.5,0.5
0.0199,1.7203,0.5,0.5
0.0099,1.7203,0.5,0.5
-0.0001,1.7203,053,053
-0.0101,1.7103,053,053
-0.0201,1.7103,053,053
-0.0301,1.7103,053,053
-0.0401,1.7003,054,054
-0.0501,1.7003,053,053
-0.0601,1.7003,053,053
-0.0701,1.7003,053,053
-0.0801,1.6903,053,053
-0.0901,1.6903,053,053
-0.1001,1.6903,053,053
-0.1101,1.6803,054,054
-0.1201,1.6803,053,053
-0.1301,1.6803,053,053
-0.1401,1.6803,054,054
-0.1501,1.6803,054,054
-0.1601,1.6703,054,054
-0.1701,1.6703,053,053
-0.1801,1.6603,053,053
-0.1901,1.6603,053,053
-0.2001,1.6503,053,053
-0.2101,1.6503,053,053
-0.2201,1.6503,053,053
-0.2301,1.6403,053,053
-0.2401,1.6403,053,053
-0.2501,1.6303,054,054
-0.2601,1.6303,053,053
-0.2701,1.6203,053,053
-0.2801,1.6203,054,054
-0.2901,1.6103,054,054
-0.3001,1.6103,053,053
-0.3101,1.6003,054,054
-0.3201,1.6003,054,054
-0.3301,1.6003,053,053
-0.3401,1.5903,053,053
-0.3501,1.5903,054,054
-0.3601,1.5803,054,054
-0.3701,1.5803,055,055
-0.3801,1.5703,053,053
-0.3901,1.5703,053,053
-0.4001,1.5603,054,054
-0.4101,1.5603,053,053
-0.4201,1.5503,053,053
-0.4301,1.5403,056,056
-0.4401,1.5403,054,054
-0.4501,1.5303,053,053
-0.4601,1.5203,053,053
-0.4701,1.5103,058,058
-0.4801,1.5003,058,058
-0.4901,1.4903,059,059
-0.5001,1.4903,050,050
-0.5101,1.4803,050,050
-0.5201,1.4703,050,050
-0.5301,1.4603,050,050
-0.5401,1.4503,050,050
-0.5501,1.4403,050,050
-0.5601,1.4303,050,050
-0.5701,1.4203,050,050
-0.5801,1.4103,050,050
-0.5901,1.4003,050,050
-0.5901,1.3903,059,059
-0.6001,1.3803,058,058
-0.6101,1.3703,058,058
-0.6201,1.3603,053,053
-0.6201,1.3503,057,057
-0.6301,1.3403,056,056
-0.6301,1.3303,056,056
-0.6401,1.3203,055,055
-0.6401,1.3103,055,055
-0.6501,1.3003,054,054
-0.6501,1.2903,054,054
-0.6601,1.2803,053,053
-0.6601,1.2703,053,053
-0.6701,1.2603,054,054
-0.6701,1.2503,054,054
-0.6801,1.2403,053,053
-0.6801,1.2303,053,053
-0.6901,1.2203,053,053
-0.7001,1.2103,053,053
-0.7001,1.2003,053,053
-0.7101,1.1903,053,053
-0.7101,1.1803,053,053
-0.7101,1.1703,053,053
-0.7201,1.1603,053,053
-0.7301,1.1503,053,053
-0.7301,1.1403,053,053
-0.7401,1.1303,053,053
-0.7401,1.1203,053,053
-0.7401,1.1103,053,053
-0.7401,1.1003,053,053
-0.7501,1.0903,053,053
-0.7501,1.0803,053,053
-0.7601,1.0703,053,053
-0.7601,1.0603,053,053
-0.7601,1.0503,053,053
-0.7701,1.0403,053,053
-0.7701,1.0303,053,053
-0.7801,1.0203,053,053
-0.7801,1.0103,053,053
-0.7901,1.0003,053,053
-0.7901,0.9903,053,053
-0.7901,0.9803,053,053
-0.7901,0.9703,053,053
-0.7901,0.9603,053,053
-0.8001,0.9503,053,053
-0.8001,0.9403,054,054
-0.8001,0.9303,053,053
-0.8101,0.9203,053,053
-0.8101,0.9103,053,053
-0.8101,0.9003,053,053
-0.8201,0.8903,053,053
-0.8201,0.8803,053,053
-0.8201,0.8703,053,053
-0.8301,0.8603,053,053
-0.8301,0.8503,053,053
-0.8301,0.8403,054,054
-0.8401,0.8303,053,053
-0.8401,0.8203,053,053
-0.8401,0.8103,053,053
-0.8501,0.8003,053,053
-0.8501,0.7903,054,054
-0.8501,0.7803,053,053
-0.8601,0.7703,053,053
-0.8601,0.7603,054,054
-0.8601,0.7503,053,053
-0.8701,0.7403,053,053
-0.8701,0.7303,053,053
-0.8701,0.7203,053,053
-0.8801,0.7103,053,053
-0.8801,0.7003,053,053
-0.8801,0.6903,054,054
-0.8801,0.6803,053,053
-0.8901,0.6703,053,053
-0.8901,0.6603,053,053
-0.8901,0.6503,053,053
